カテゴリ,物件名,住所,最寄りのアクセス_1,最寄りのアクセス_2,最寄りのアクセス_3,築年数,階数,階,家賃,管理費,敷金,礼金,間取,面積,URL
賃貸マンション,チサンマンション紀ノ川,和歌山県和歌山市粟,南海本線/紀ノ川駅 歩20分,南海本線/和歌山市駅 バス13分 (バス停)土橋 歩4分,ＪＲ紀勢本線/紀和駅 歩27分,築33年,8階建,7階,7.5万円,10200円,-,-,2LDK,74.17m2,https://suumo.jp/chintai/jnc_000084430012/?bc=100346833486
賃貸アパート,ＤーＲＯＯＭ北田辺丁,和歌山県和歌山市北田辺丁,南海本線/和歌山市駅 歩20分,ＪＲ阪和線/和歌山駅 バス12分 (バス停)県庁正門前 歩7分,南海和歌山港線/和歌山港駅 歩25分,新築,3階建,1階,6.4万円,5000円,-,12万円,ワンルーム,28.59m2,https://suumo.jp/chintai/jnc_000082876896/?bc=100344320683
賃貸アパート,ＤーＲＯＯＭ北田辺丁,和歌山県和歌山市北田辺丁,南海本線/和歌山市駅 歩20分,ＪＲ阪和線/和歌山駅 バス12分 (バス停)県庁正門前 歩7分,南海和歌山港線/和歌山港駅 歩25分,新築,3階建,2階,6.6万円,5000円,-,12万円,ワンルーム,28.59m2,https://suumo.jp/chintai/jnc_000082876899/?bc=100344396863
賃貸アパート,ＤーＲＯＯＭ北田辺丁,和歌山県和歌山市北田辺丁,南海本線/和歌山市駅 歩20分,ＪＲ阪和線/和歌山駅 バス12分 (バス停)県庁正門前 歩7分,南海和歌山港線/和歌山港駅 歩25分,新築,3階建,2階,8.5万円,5000円,-,12万円,1LDK,42.14m2,https://suumo.jp/chintai/jnc_000082876900/?bc=100321329048
賃貸アパート,ＤーＲＯＯＭ北田辺丁,和歌山県和歌山市北田辺丁,南海本線/和歌山市駅 歩20分,ＪＲ阪和線/和歌山駅 バス12分 (バス停)県庁正門前 歩7分,南海和歌山港線/和歌山港駅 歩25分,新築,3階建,3階,8.6万円,5000円,-,12万円,1LDK,42.14m2,https://suumo.jp/chintai/jnc_000083196054/?bc=100346471960
賃貸テラス・タウンハウス,スアベ小雑賀I,和歌山県和歌山市小雑賀,ＪＲ紀勢本線/紀三井寺駅 歩20分,ＪＲ紀勢本線/宮前駅 歩24分,ＪＲ和歌山線/和歌山駅 バス11分 (バス停)南小雑賀 歩1分,築11年,2階建,1階,9万円,-,9万円,27万円,2LDK,71.2m2,https://suumo.jp/chintai/jnc_000082508021/?bc=100346745496
賃貸マンション,ＪＲ阪和線 和歌山駅 14階建 築23年,和歌山県和歌山市三木町堀詰,ＪＲ阪和線/和歌山駅 歩17分,南海本線/和歌山市駅 歩19分,ＪＲ紀勢本線/紀和駅 歩20分,築23年,14階建,4階,8.3万円,10000円,8.3万円,16.6万円,3LDK,70.58m2,https://suumo.jp/chintai/jnc_000080546880/?bc=100317395131
賃貸マンション,ＪＲ阪和線 和歌山駅 14階建 築23年,和歌山県和歌山市三木町堀詰,ＪＲ阪和線/和歌山駅 歩17分,南海本線/和歌山市駅 歩19分,ＪＲ紀勢本線/紀和駅 歩20分,築23年,14階建,3階,8.5万円,10000円,8.5万円,17万円,3LDK,75.29m2,https://suumo.jp/chintai/jnc_000080541242/?bc=100317343049
賃貸マンション,ＪＲ阪和線 和歌山駅 14階建 築23年,和歌山県和歌山市三木町堀詰,ＪＲ阪和線/和歌山駅 歩17分,南海本線/和歌山市駅 歩19分,ＪＲ紀勢本線/紀和駅 歩20分,築23年,14階建,8階,9万円,10000円,9万円,9万円,2LDK,70.58m2,https://suumo.jp/chintai/jnc_000084784162/?bc=100346744779
賃貸マンション,ＪＲ阪和線 和歌山駅 14階建 築23年,和歌山県和歌山市三木町堀詰,ＪＲ阪和線/和歌山駅 歩17分,南海本線/和歌山市駅 歩19分,ＪＲ紀勢本線/紀和駅 歩20分,築23年,14階建,3階,9.5万円,10000円,9.5万円,19万円,3LDK,85.29m2,https://suumo.jp/chintai/jnc_000080629091/?bc=100317859180
賃貸マンション,ＪＲ阪和線 和歌山駅 14階建 築23年,和歌山県和歌山市三木町堀詰,ＪＲ阪和線/和歌山駅 歩17分,南海本線/和歌山市駅 歩19分,ＪＲ紀勢本線/紀和駅 歩20分,築23年,14階建,6階,10万円,10000円,10万円,10万円,3LDK,85.29m2,https://suumo.jp/chintai/jnc_000044874550/?bc=100346744555
賃貸マンション,ル・シャトー・サンツリー,和歌山県和歌山市三木町堀詰,南海本線/和歌山市駅 歩17分,ＪＲ紀勢本線/紀和駅 歩18分,ＪＲ阪和線/和歌山駅 歩18分,築23年,14階建,8階,9万円,10000円,9万円,9万円,2LDK,70.58m2,https://suumo.jp/chintai/jnc_000084529226/?bc=100344041544
賃貸マンション,ル・シャトー・サンツリー,和歌山県和歌山市三木町堀詰,南海本線/和歌山市駅 歩17分,ＪＲ紀勢本線/紀和駅 歩18分,ＪＲ阪和線/和歌山駅 歩18分,築23年,14階建,6階,10万円,10000円,10万円,10万円,3LDK,85.29m2,https://suumo.jp/chintai/jnc_000031502880/?bc=100346745544
賃貸マンション,シャトー湊本町,和歌山県和歌山市湊本町３,ＪＲ阪和線/和歌山駅 歩29分,ＪＲ紀勢本線/和歌山市駅 歩12分,ＪＲ紀勢本線/紀和駅 歩32分,築33年,8階建,2階,2.5万円,3000円,-,-,ワンルーム,18m2,https://suumo.jp/chintai/jnc_000079534825/?bc=100311904454
賃貸マンション,シャトー湊本町,和歌山県和歌山市湊本町３,ＪＲ阪和線/和歌山駅 歩29分,ＪＲ紀勢本線/和歌山市駅 歩12分,ＪＲ紀勢本線/紀和駅 歩32分,築33年,8階建,4階,2.5万円,3000円,-,-,ワンルーム,18m2,https://suumo.jp/chintai/jnc_000079534826/?bc=100311904431
賃貸マンション,シャトー湊本町,和歌山県和歌山市湊本町３,ＪＲ阪和線/和歌山駅 歩29分,ＪＲ紀勢本線/和歌山市駅 歩12分,ＪＲ紀勢本線/紀和駅 歩32分,築33年,8階建,2階,2.5万円,3000円,-,-,ワンルーム,18m2,https://suumo.jp/chintai/jnc_000079534824/?bc=100311904436
賃貸マンション,シャトー湊本町,和歌山県和歌山市湊本町３,ＪＲ阪和線/和歌山駅 歩29分,ＪＲ紀勢本線/和歌山市駅 歩12分,ＪＲ紀勢本線/紀和駅 歩32分,築33年,8階建,5階,2.5万円,3000円,-,-,ワンルーム,18m2,https://suumo.jp/chintai/jnc_000042029620/?bc=100346471927
賃貸マンション,シャトー湊本町,和歌山県和歌山市湊本町３,ＪＲ阪和線/和歌山駅 歩29分,ＪＲ紀勢本線/和歌山市駅 歩12分,ＪＲ紀勢本線/紀和駅 歩32分,築33年,8階建,4階,2.5万円,3000円,-,-,ワンルーム,18m2,https://suumo.jp/chintai/jnc_000042029619/?bc=100346744852
賃貸マンション,シャトー湊本町,和歌山県和歌山市湊本町３,ＪＲ阪和線/和歌山駅 歩29分,ＪＲ紀勢本線/和歌山市駅 歩12分,ＪＲ紀勢本線/紀和駅 歩32分,築33年,8階建,2階,2.5万円,3000円,-,-,ワンルーム,15.59m2,https://suumo.jp/chintai/jnc_000084058749/?bc=100346745542
賃貸マンション,南海本線 和歌山市駅 8階建 築33年,和歌山県和歌山市湊本町３,南海本線/和歌山市駅 歩7分,ＪＲ紀勢本線/紀和駅 歩27分,ＪＲ阪和線/和歌山駅 バス15分 (バス停)南海和歌山市駅 歩6分,築33年,8階建,4階,2.5万円,3000円,-,-,ワンルーム,18m2,https://suumo.jp/chintai/jnc_000041928377/?bc=100346745533
賃貸マンション,南海本線 和歌山市駅 8階建 築33年,和歌山県和歌山市湊本町３,南海本線/和歌山市駅 歩7分,ＪＲ紀勢本線/紀和駅 歩27分,ＪＲ阪和線/和歌山駅 バス15分 (バス停)南海和歌山市駅 歩6分,築33年,8階建,2階,2.5万円,3000円,-,-,ワンルーム,15.59m2,https://suumo.jp/chintai/jnc_000084058750/?bc=100346744845
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,24.84m2,https://suumo.jp/chintai/jnc_000081123745/?bc=100333578325
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081136078/?bc=100319554872
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081123749/?bc=100333578327
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081123750/?bc=100319554879
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081485308/?bc=100319554871
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081136077/?bc=100346745514
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081141734/?bc=100346548550
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081485305/?bc=100346745566
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081485306/?bc=100346745458
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081136079/?bc=100346745523
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081123747/?bc=100319554874
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081123746/?bc=100336897069
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081123748/?bc=100346548524
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,1階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081485307/?bc=100346745553
賃貸アパート,ゴールドレジデンス,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩25分,ＪＲ阪和線/和歌山駅 バス22分 (バス停)津屋 歩8分,,築27年,2階建,2階,3万円,3000円,-,-,1K,23.18m2,https://suumo.jp/chintai/jnc_000081136076/?bc=100336939919
賃貸アパート,ネクサス和歌浦２,和歌山県和歌山市和歌浦東２,ＪＲ紀勢本線/紀三井寺駅 歩22分,ＪＲ紀勢本線/宮前駅 バス6分 (バス停)和歌浦東 歩2分,ＪＲ阪和線/和歌山駅 バス32分 (バス停)津屋 歩5分,築46年,2階建,2階,2.9万円,3000円,-,-,1LDK,35m2,https://suumo.jp/chintai/jnc_000081192112/?bc=100346744858
賃貸テラス・タウンハウス,LaFerioみなと,和歌山県和歌山市湊２,南海本線/和歌山市駅 歩32分,ＪＲ紀勢本線/和歌山市駅 歩35分,南海本線/紀ノ川駅 歩42分,築4年,2階建,-,9.2万円,4000円,-,9.2万円,3LDK,73.7m2,https://suumo.jp/chintai/jnc_000080712397/?bc=100324920499
賃貸アパート,南海加太線 東松江駅 2階建 築57年,和歌山県和歌山市野崎,南海加太線/東松江駅 歩18分,南海和歌山港線/和歌山市駅 歩28分,,築57年,2階建,1階,3.4万円,2000円,3.4万円,3.4万円,2DK,32.4m2,https://suumo.jp/chintai/jnc_000027918713/?bc=100346793816
賃貸アパート,南海加太線 東松江駅 2階建 築57年,和歌山県和歌山市野崎,南海加太線/東松江駅 歩18分,南海和歌山港線/和歌山市駅 歩28分,,築57年,2階建,1階,3.4万円,2000円,3.4万円,3.4万円,2K,32m2,https://suumo.jp/chintai/jnc_000031470176/?bc=100304745980
賃貸マンション,ベレオ金龍寺丁,和歌山県和歌山市金龍寺丁,ＪＲ紀勢本線/和歌山市駅 バス5分 (バス停)日赤医療センター前 歩8分,南海本線/和歌山市駅 歩28分,南海和歌山港線/和歌山港駅 歩26分,築3年,3階建,1階,8.1万円,6000円,2万円,15万円,1LDK,45.93m2,https://suumo.jp/chintai/jnc_000084955808/?bc=100343635623
賃貸マンション,ベレオ金龍寺丁,和歌山県和歌山市金龍寺丁,ＪＲ紀勢本線/和歌山市駅 バス5分 (バス停)日赤医療センター前 歩8分,南海本線/和歌山市駅 歩28分,南海和歌山港線/和歌山港駅 歩26分,築3年,3階建,1階,8.3万円,6000円,1万円,18万円,1LDK,47.41m2,https://suumo.jp/chintai/jnc_000084488715/?bc=100340884023
賃貸マンション,ツバキマンション,和歌山県和歌山市西釘貫丁２,南海本線/和歌山市駅 歩8分,ＪＲ紀勢本線/紀和駅 歩14分,ＪＲ阪和線/和歌山駅 歩30分,築53年,4階建,2階,2.6万円,2000円,-,-,2K,27m2,https://suumo.jp/chintai/jnc_000076499248/?bc=100346744754
賃貸マンション,ツバキマンション,和歌山県和歌山市西釘貫丁２,南海本線/和歌山市駅 歩8分,ＪＲ紀勢本線/紀和駅 歩14分,ＪＲ阪和線/和歌山駅 歩30分,築53年,4階建,3階,2.6万円,2000円,-,-,2K,27m2,https://suumo.jp/chintai/jnc_000076492405/?bc=100346471000
賃貸アパート,コーポ河原崎,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩14分,南海加太線/東松江駅 歩27分,ＪＲ紀勢本線/和歌山市駅 歩39分,築38年,2階建,2階,1.98万円,3200円,1.98万円,1.98万円,1K,20.96m2,https://suumo.jp/chintai/jnc_000080910102/?bc=100346513223
賃貸アパート,コーポ河原崎,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩14分,南海加太線/東松江駅 歩27分,ＪＲ紀勢本線/和歌山市駅 歩39分,築38年,2階建,1階,1.98万円,3200円,1.98万円,1.98万円,1K,20.96m2,https://suumo.jp/chintai/jnc_000070262397/?bc=100219813598
賃貸アパート,コーポ河原崎,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩14分,南海加太線/東松江駅 歩27分,ＪＲ紀勢本線/和歌山市駅 歩39分,築38年,2階建,2階,1.98万円,3200円,-,-,1K,20.96m2,https://suumo.jp/chintai/jnc_000062566231/?bc=100320648442
賃貸マンション,フォレストコート東高松,和歌山県和歌山市宇須４,ＪＲ紀勢本線/宮前駅 歩24分,ＪＲ阪和線/和歌山駅 バス21分 (バス停)南宇須 歩4分,南海本線/和歌山市駅 バス15分 (バス停)南宇須 歩4分,築35年,3階建,3階,3.4万円,-,-,-,ワンルーム,19m2,https://suumo.jp/chintai/jnc_000062372765/?bc=100346745559
賃貸マンション,コスモ栄谷　２１０号,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩16分,,,築36年,3階建,3階,2.2万円,5000円,-,-,ワンルーム,25.4m2,https://suumo.jp/chintai/jnc_000080566710/?bc=100346745565
賃貸マンション,コスモ栄谷　２１０号,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩16分,,,築36年,3階建,2階,2.3万円,5000円,-,-,ワンルーム,23.46m2,https://suumo.jp/chintai/jnc_000081319461/?bc=100321903298
賃貸マンション,コスモ栄谷　２１０号,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩16分,,,築36年,3階建,2階,2.7万円,3000円,-,-,ワンルーム,25.4m2,https://suumo.jp/chintai/jnc_000063905961/?bc=100346478803
賃貸マンション,南海本線 紀ノ川駅 3階建 築36年,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩14分,,,築36年,3階建,3階,2.2万円,5000円,-,-,ワンルーム,25.4m2,https://suumo.jp/chintai/jnc_000084158893/?bc=100346744782
賃貸マンション,グランパレI,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩18分,南海本線/和歌山大学前駅 バス14分 (バス停)次郎丸 歩9分,ＪＲ紀勢本線/和歌山市駅 バス13分 (バス停)次郎丸 歩9分,築29年,3階建,2階,2万円,3000円,-,-,ワンルーム,17.95m2,https://suumo.jp/chintai/jnc_000018389639/?bc=100346833499
賃貸マンション,グランパレI,和歌山県和歌山市栄谷,南海本線/紀ノ川駅 歩18分,南海本線/和歌山大学前駅 バス14分 (バス停)次郎丸 歩9分,ＪＲ紀勢本線/和歌山市駅 バス13分 (バス停)次郎丸 歩9分,築29年,3階建,2階,2万円,3000円,-,-,ワンルーム,17.95m2,https://suumo.jp/chintai/jnc_000045098725/?bc=100346833504
賃貸アパート,西浜コーポ,和歌山県和歌山市今福５,南海和歌山港線/和歌山港駅 歩30分,和歌山バス/小二里 歩6分,,築49年,2階建,1階,3.4万円,-,-,-,3K,42.12m2,https://suumo.jp/chintai/jnc_000085152516/?bc=100346745384
賃貸アパート,西浜コーポ,和歌山県和歌山市今福５,南海和歌山港線/和歌山港駅 歩30分,和歌山バス/小二里 歩6分,,築49年,2階建,1階,3.4万円,-,-,-,3K,42.12m2,https://suumo.jp/chintai/jnc_000085141496/?bc=100346745368
賃貸アパート,ミル・クレール和歌浦シーサイドヴィラ,和歌山県和歌山市和歌浦南３,南海本線/和歌山市駅 バス17分 (バス停)和歌浦 歩12分,,,築2年,3階建,1階,9.8万円,5000円,-,15万円,2LDK,67.31m2,https://suumo.jp/chintai/jnc_000084792109/?bc=100346472400
